codmuni,departamento,municipio,year,irv
54398,Norte De Santander,La Playa,2014,0.27
54405,Norte De Santander,Los Patios,2014,0.11
54418,Norte De Santander,Lourdes,2014,0.07
54480,Norte De Santander,Mutiscua,2014,0.04
54498,Norte De Santander,Ocaa,2014,0.22
54518,Norte De Santander,Pamplona,2014,0.08
54520,Norte De Santander,Pamplonita,2014,0.06
54553,Norte De Santander,Puerto Santander,2014,0.27
54599,Norte De Santander,Ragonvalia,2014,0.11
54660,Norte De Santander,Salazar,2014,0.16
54670,Norte De Santander,San Calixto,2014,0.78
54673,Norte De Santander,San Cayetano,2014,0.18
54680,Norte De Santander,Santiago,2014,0.19
54720,Norte De Santander,Sardinata,2014,0.76
54743,Norte De Santander,Silos,2014,0.06
54800,Norte De Santander,Teorama,2014,0.88
54810,Norte De Santander,Tibu,2014,0.85
54820,Norte De Santander,Toledo,2014,0.25
54871,Norte De Santander,Villa Caro,2014,0.08
54874,Norte De Santander,Villa Del Rosario,2014,0.18
63001,Quindio,Armenia,2014,0.11
63111,Quindio,Buenavista,2014,0.11
63130,Quindio,Calarca,2014,0.19
63190,Quindio,Circasia,2014,0.08
63212,Quindio,Cordoba,2014,0.22
63272,Quindio,Filandia,2014,0.1
63302,Quindio,Genova,2014,0.24
63401,Quindio,La Tebaida,2014,0.11
63470,Quindio,Montenegro,2014,0.12
63548,Quindio,Pijao,2014,0.32
63594,Quindio,Quimbaya,2014,0.09
63690,Quindio,Salento,2014,0.17
66001,Risaralda,Pereira,2014,0.14
66045,Risaralda,Apia,2014,0.18
66075,Risaralda,Balboa,2014,0.16
66088,Risaralda,Belen De Umbria,2014,0.07
66170,Risaralda,Dosquebradas,2014,0.08
66318,Risaralda,Guatica,2014,0.11
66383,Risaralda,La Celia,2014,0.11
66400,Risaralda,La Virginia,2014,0.1
66440,Risaralda,Marsella,2014,0.07
66456,Risaralda,Mistrato,2014,0.3
66572,Risaralda,Pueblo Rico,2014,0.47
66594,Risaralda,Quinchia,2014,0.16
66682,Risaralda,Santa Rosa De Cabal,2014,0.06
66687,Risaralda,Santuario,2014,0.17
68001,Santander,Bucaramanga,2014,0.11
68013,Santander,Aguada,2014,0.02
68020,Santander,Albania,2014,0.05
68051,Santander,Aratoca,2014,0.06
68077,Santander,Barbosa,2014,0.1
68079,Santander,Barichara,2014,0.03
68081,Santander,Barrancabermeja,2014,0.23
68092,Santander,Betulia,2014,0.07
68101,Santander,Bolivar,2014,0.33
68121,Santander,Cabrera,2014,0.05
68132,Santander,California,2014,0.06
68147,Santander,Capitanejo,2014,0.02
68152,Santander,Carcasi,2014,0.04
68160,Santander,Cepita,2014,0.05
68162,Santander,Cerrito,2014,0.1
68167,Santander,Charala,2014,0.06
68169,Santander,Charta,2014,0.09
68176,Santander,Chima,2014,0.19
68179,Santander,Chipata,2014,0.02
68190,Santander,Cimitarra,2014,0.2
68207,Santander,Concepcion,2014,0.05
68209,Santander,Confines,2014,0.04
68211,Santander,Contratacion,2014,0.07
68217,Santander,Coromoro,2014,0.11
68229,Santander,Curiti,2014,0.04
68235,Santander,El Carmen De Chucuri,2014,0.15
68245,Santander,El Guacamayo,2014,0.05
68250,Santander,El Peon,2014,0.38
68255,Santander,El Playon,2014,0.15
68264,Santander,Encino,2014,0.09
68266,Santander,Enciso,2014,0.02
68271,Santander,Florian,2014,0.16
68276,Santander,Floridablanca,2014,0.05
68296,Santander,Galan,2014,0.12
68298,Santander,Gambita,2014,0.04
68307,Santander,Giron,2014,0.08
68318,Santander,Guaca,2014,0.07
68320,Santander,Guadalupe,2014,0.05
68322,Santander,Guapota,2014,0.02
68324,Santander,Guavata,2014,0.1
68327,Santander,Guepsa,2014,0.1
68344,Santander,Hato,2014,0.07
68368,Santander,Jesus Maria,2014,0.09
68370,Santander,Jordan,2014,0.07
68377,Santander,La Belleza,2014,0.22
68385,Santander,Landazuri,2014,0.27
68397,Santander,La Paz,2014,0.05
68406,Santander,Lebrija,2014,0.11
68418,Santander,Los Santos,2014,0.05
68425,Santander,Macaravita,2014,0.03
68432,Santander,Malaga,2014,0.04
68444,Santander,Matanza,2014,0.11
68464,Santander,Mogotes,2014,0.08
68468,Santander,Molagavita,2014,0.05
68498,Santander,Ocamonte,2014,0.03
68500,Santander,Oiba,2014,0.05
68502,Santander,Onzaga,2014,0.11
68522,Santander,Palmar,2014,0.05
68524,Santander,Palmas Del Socorro,2014,0.02
68533,Santander,Paramo,2014,0.04
68547,Santander,Piedecuesta,2014,0.08
68549,Santander,Pinchote,2014,0.01
68572,Santander,Puente Nacional,2014,0.03
68573,Santander,Puerto Parra,2014,0.16
68575,Santander,Puerto Wilches,2014,0.22
68615,Santander,Rionegro,2014,0.16
68655,Santander,Sabana De Torres,2014,0.35
68669,Santander,San Andres,2014,0.04
68673,Santander,San Benito,2014,0.06
68679,Santander,San Gil,2014,0.03
68682,Santander,San Joaquin,2014,0.04
68684,Santander,San Jose De Miranda,2014,0.07
68686,Santander,San Miguel,2014,0.08
68689,Santander,San Vicente De Chucuri,2014,0.18
68705,Santander,Santa Barbara,2014,0.08
68720,Santander,Santa Helena Del Opon,2014,0.15
68745,Santander,Simacota,2014,0.21
68755,Santander,Socorro,2014,0.04
68770,Santander,Suaita,2014,0.03
68773,Santander,Sucre,2014,0.21
68780,Santander,Surata,2014,0.14
68820,Santander,Tona,2014,0.1
68855,Santander,Valle De San Jose,2014,0.05
68861,Santander,Velez,2014,0.06
68867,Santander,Vetas,2014,0.05
68872,Santander,Villanueva,2014,0.04
68895,Santander,Zapatoca,2014,0.06
70001,Sucre,Sincelejo,2014,0.16
70110,Sucre,Buenavista,2014,0.13
70124,Sucre,Caimito,2014,0.06
70204,Sucre,Coloso,2014,0.22
70215,Sucre,Corozal,2014,0.12
70221,Sucre,Coveas,2014,0.16
70230,Sucre,Chalan,2014,0.19
70233,Sucre,El Roble,2014,0.15
70235,Sucre,Galeras,2014,0.18
70265,Sucre,Guaranda,2014,0.12
70400,Sucre,La Union,2014,0.07
70418,Sucre,Los Palmitos,2014,0.15
70429,Sucre,Majagual,2014,0.09
70473,Sucre,Morroa,2014,0.19
70508,Sucre,Ovejas,2014,0.27
70523,Sucre,Palmito,2014,0.17
70670,Sucre,Sampues,2014,0.15
70678,Sucre,San Benito Abad,2014,0.17
70702,Sucre,San Juan De Betulia,2014,0.14
70708,Sucre,San Marcos,2014,0.14
70713,Sucre,San Onofre,2014,0.21
70717,Sucre,San Pedro,2014,0.14
70742,Sucre,San Luis De Since,2014,0.11
70771,Sucre,Sucre,2014,0.12
70820,Sucre,Santiago De Tolu,2014,0.16
70823,Sucre,Tolu Viejo,2014,0.19
73001,Tolima,Ibague,2014,0.2
73024,Tolima,Alpujarra,2014,0.17
73026,Tolima,Alvarado,2014,0.18
73030,Tolima,Ambalema,2014,0.08
73043,Tolima,Anzoategui,2014,0.26
73055,Tolima,Armero,2014,0.13
73067,Tolima,Ataco,2014,0.41
73124,Tolima,Cajamarca,2014,0.29
73148,Tolima,Carmen De Apicala,2014,0.04
73152,Tolima,Casabianca,2014,0.23
73168,Tolima,Chaparral,2014,0.57
73200,Tolima,Coello,2014,0.07
73217,Tolima,Coyaima,2014,0.28
73226,Tolima,Cunday,2014,0.22
73236,Tolima,Dolores,2014,0.41
73268,Tolima,Espinal,2014,0.1
73270,Tolima,Falan,2014,0.1
73275,Tolima,Flandes,2014,0.05
73283,Tolima,Fresno,2014,0.14
73319,Tolima,Guamo,2014,0.08
73347,Tolima,Herveo,2014,0.23
73349,Tolima,Honda,2014,0.13
73352,Tolima,Icononzo,2014,0.24
73408,Tolima,Lerida,2014,0.14
73411,Tolima,Libano,2014,0.2
73443,Tolima,San Sebastian De Mariquita,2014,0.16
73449,Tolima,Melgar,2014,0.07
73461,Tolima,Murillo,2014,0.2
73483,Tolima,Natagaima,2014,0.24
73504,Tolima,Ortega,2014,0.27
73520,Tolima,Palocabildo,2014,0.16
73547,Tolima,Piedras,2014,0.04
73555,Tolima,Planadas,2014,0.63
73563,Tolima,Prado,2014,0.21
73585,Tolima,Purificacion,2014,0.09
73616,Tolima,Rioblanco,2014,0.53
73622,Tolima,Roncesvalles,2014,0.36
73624,Tolima,Rovira,2014,0.45
73671,Tolima,Saldaa,2014,0.12
73675,Tolima,San Antonio,2014,0.46
73678,Tolima,San Luis,2014,0.16
73686,Tolima,Santa Isabel,2014,0.23
73770,Tolima,Suarez,2014,0.09
73854,Tolima,Valle De San Juan,2014,0.16
73861,Tolima,Venadillo,2014,0.16
73870,Tolima,Villahermosa,2014,0.24
73873,Tolima,Villarrica,2014,0.2
76001,Valle del Cauca,Cali,2014,0.19
76020,Valle del Cauca,Alcala,2014,0.09
76036,Valle del Cauca,Andalucia,2014,0.12
76041,Valle del Cauca,Ansermanuevo,2014,0.11
76054,Valle del Cauca,Argelia,2014,0.22
76100,Valle del Cauca,Bolivar,2014,0.27
76109,Valle del Cauca,Buenaventura,2014,0.5
76111,Valle del Cauca,Guadalajara de Buga,2014,0.2
76113,Valle del Cauca,Bugalagrande,2014,0.32
76122,Valle del Cauca,Caicedonia,2014,0.12
76126,Valle del Cauca,Calima,2014,0.27
76130,Valle del Cauca,Candelaria,2014,0.08
76147,Valle del Cauca,Cartago,2014,0.08
76233,Valle del Cauca,Dagua,2014,0.32
76243,Valle del Cauca,El Aguila,2014,0.15
76246,Valle del Cauca,El Cairo,2014,0.23
76248,Valle del Cauca,El Cerrito,2014,0.1
76250,Valle del Cauca,El Dovio,2014,0.27
76275,Valle del Cauca,Florida,2014,0.37
76306,Valle del Cauca,Ginebra,2014,0.1
76318,Valle del Cauca,Guacari,2014,0.16
76364,Valle del Cauca,Jamundi,2014,0.22
76377,Valle del Cauca,La Cumbre,2014,0.09
76400,Valle del Cauca,La Union,2014,0.12
76403,Valle del Cauca,La Victoria,2014,0.12
76497,Valle del Cauca,Obando,2014,0.14
76520,Valle del Cauca,Palmira,2014,0.14
76563,Valle del Cauca,Pradera,2014,0.35
76606,Valle del Cauca,Restrepo,2014,0.18
76616,Valle del Cauca,Riofrio,2014,0.28
76622,Valle del Cauca,Roldanillo,2014,0.19
76670,Valle del Cauca,San Pedro,2014,0.26
76736,Valle del Cauca,Sevilla,2014,0.17
76823,Valle del Cauca,Toro,2014,0.12
76828,Valle del Cauca,Trujillo,2014,0.26
76834,Valle del Cauca,Tulua,2014,0.25
76845,Valle del Cauca,Ulloa,2014,0.07
76863,Valle del Cauca,Versalles,2014,0.12
76869,Valle del Cauca,Vijes,2014,0.1
76890,Valle del Cauca,Yotoco,2014,0.12
76892,Valle del Cauca,Yumbo,2014,0.12
76895,Valle del Cauca,Zarzal,2014,0.11
81001,Arauca,Arauca,2014,0.39
81065,Arauca,Arauquita,2014,0.91
81220,Arauca,Cravo Norte,2014,0.28
81300,Arauca,Fortul,2014,0.56
81591,Arauca,Puerto Rondon,2014,0.6
81736,Arauca,Saravena,2014,0.61
81794,Arauca,Tame,2014,0.88
85001,Casanare,Yopal,2014,0.19
85010,Casanare,Aguazul,2014,0.36
85015,Casanare,Chameza,2014,0.18
85125,Casanare,Hato Corozal,2014,0.27
85136,Casanare,La Salina,2014,0.31
85139,Casanare,Mani,2014,0.17
85162,Casanare,Monterrey,2014,0.23
85225,Casanare,Nunchia,2014,0.23
85230,Casanare,Orocue,2014,0.22
85250,Casanare,Paz De Ariporo,2014,0.22
85263,Casanare,Pore,2014,0.2
85279,Casanare,Recetor,2014,0.27
85300,Casanare,Sabanalarga,2014,0.13
85315,Casanare,Sacama,2014,0.45
85325,Casanare,San Luis De Palenque,2014,0.12
85400,Casanare,Tamara,2014,0.32
85410,Casanare,Tauramena,2014,0.23
85430,Casanare,Trinidad,2014,0.17
85440,Casanare,Villanueva,2014,0.19
86001,Putumayo,Mocoa,2014,0.4
86219,Putumayo,Colon,2014,0.23
86320,Putumayo,Orito,2014,0.69
86568,Putumayo,Puerto Asis,2014,0.96
86569,Putumayo,Puerto Caicedo,2014,0.78
86571,Putumayo,Puerto Guzman,2014,0.76
86573,Putumayo,Puerto Leguizamo,2014,0.79
86749,Putumayo,Sibundoy,2014,0.17
86755,Putumayo,San Francisco,2014,0.17
86757,Putumayo,San Miguel,2014,0.9
86760,Putumayo,Santiago,2014,0.13
86865,Putumayo,Valle del Guamuez,2014,0.75
86885,Putumayo,Villagarzon,2014,0.69
88001,"Archip,De San Andres, Providencia y Santa Catalina",San Andres,2014,0.1
88564,"Archip,De San Andres, Providencia y Santa Catalina",Providencia,2014,0.08
91001,Amazonas,Leticia,2014,0.14
91263,Amazonas,El Encanto,2014,0.21
91405,Amazonas,La Chorrera,2014,0.21
91407,Amazonas,La Pedrera,2014,0.06
91430,Amazonas,La Victoria,2014,0.13
91460,Amazonas,Miriti - Parana,2014,0.09
91530,Amazonas,Puerto Alegria,2014,0.23
91536,Amazonas,Puerto Arica,2014,0.08
91540,Amazonas,Puerto Nario,2014,0.07
91669,Amazonas,Puerto Santander,2014,0.22
91798,Amazonas,Tarapaca,2014,0.04
94001,Guainia,Inirida,2014,0.35
94343,Guainia,Barranco Minas,2014,0.25
94663,Guainia,Mapiripana,2014,0.23
94883,Guainia,San Felipe,2014,0.05
94884,Guainia,Puerto Colombia,2014,0.09
94885,Guainia,La Guadalupe,2014,0.04
94886,Guainia,Cacahual,2014,0.05
94887,Guainia,Pana Pana,2014,0.11
94888,Guainia,Morichal,2014,0.26
95001,Guaviare,San Jose Del Guaviare,2014,0.85
95015,Guaviare,Calamar,2014,0.78
95025,Guaviare,El Retorno,2014,0.64
95200,Guaviare,Miraflores,2014,0.86
97001,Vaupes,Mitu,2014,0.34
97161,Vaupes,Caruru,2014,0.61
97511,Vaupes,Pacoa,2014,0.17
97666,Vaupes,Taraira,2014,0.13
97777,Vaupes,Papunaua,2014,0.14
97889,Vaupes,Yavarate,2014,0.1
99001,Vichada,Puerto Carreo,2014,0.29
99524,Vichada,La Primavera,2014,0.25
99624,Vichada,Santa Rosalia,2014,0.19
99773,Vichada,Cumaribo,2014,0.69
5001,Antioquia,Medellin,2015,0.17
5002,Antioquia,Abejorral,2015,0.23
5004,Antioquia,Abriaqui,2015,0.09
5021,Antioquia,Alejandria,2015,0.11
5030,Antioquia,Amaga,2015,0.12
5031,Antioquia,Amalfi,2015,0.52
5034,Antioquia,Andes,2015,0.15
5036,Antioquia,Angelopolis,2015,0.1
5038,Antioquia,Angostura,2015,0.33
5040,Antioquia,Anori,2015,0.96
5042,Antioquia,Santafe De Antioquia,2015,0.21
5044,Antioquia,Anza,2015,0.15
5045,Antioquia,Apartado,2015,0.33
5051,Antioquia,Arboletes,2015,0.21
5055,Antioquia,Argelia,2015,0.68
5059,Antioquia,Armenia,2015,0.18
5079,Antioquia,Barbosa,2015,0.18
5086,Antioquia,Belmira,2015,0.15
5088,Antioquia,Bello,2015,0.13
5091,Antioquia,Betania,2015,0.15
5093,Antioquia,Betulia,2015,0.18
5101,Antioquia,Ciudad Bolivar,2015,0.16
5107,Antioquia,Briceo,2015,0.85
5113,Antioquia,Buritica,2015,0.17
5120,Antioquia,Caceres,2015,0.79
5125,Antioquia,Caicedo,2015,0.22
5129,Antioquia,Caldas,2015,0.08
5134,Antioquia,Campamento,2015,0.63
5138,Antioquia,Caasgordas,2015,0.19
5142,Antioquia,Caracoli,2015,0.14
5145,Antioquia,Caramanta,2015,0.07
5147,Antioquia,Carepa,2015,0.28
5148,Antioquia,El Carmen De Viboral,2015,0.14
5150,Antioquia,Carolina,2015,0.12
5154,Antioquia,Caucasia,2015,0.38
5172,Antioquia,Chigorodo,2015,0.38
5190,Antioquia,Cisneros,2015,0.18
5197,Antioquia,Cocorna,2015,0.38
5206,Antioquia,Concepcion,2015,0.11
5209,Antioquia,Concordia,2015,0.09
5212,Antioquia,Copacabana,2015,0.06
5234,Antioquia,Dabeiba,2015,0.55
5237,Antioquia,Donmatias,2015,0.12
5240,Antioquia,Ebejico,2015,0.12
5250,Antioquia,El Bagre,2015,0.57
5264,Antioquia,Entrerrios,2015,0.06
5266,Antioquia,Envigado,2015,0.09
5282,Antioquia,Fredonia,2015,0.09
5284,Antioquia,Frontino,2015,0.29
5306,Antioquia,Giraldo,2015,0.17
5308,Antioquia,Girardota,2015,0.09
5310,Antioquia,Gomez Plata,2015,0.08
5313,Antioquia,Granada,2015,0.48
5315,Antioquia,Guadalupe,2015,0.28
5318,Antioquia,Guarne,2015,0.11
5321,Antioquia,Guatape,2015,0.1
5347,Antioquia,Heliconia,2015,0.17
5353,Antioquia,Hispania,2015,0.06
5360,Antioquia,Itagui,2015,0.08
5361,Antioquia,Ituango,2015,0.94
5364,Antioquia,Jardin,2015,0.1
5368,Antioquia,Jerico,2015,0.09
5376,Antioquia,La Ceja,2015,0.14
5380,Antioquia,La Estrella,2015,0.09
5390,Antioquia,La Pintada,2015,0.17
5400,Antioquia,La Union,2015,0.2
5411,Antioquia,Liborina,2015,0.14
5425,Antioquia,Maceo,2015,0.28
5440,Antioquia,Marinilla,2015,0.15
5467,Antioquia,Montebello,2015,0.18
5475,Antioquia,Murindo,2015,0.22
5480,Antioquia,Mutata,2015,0.57
5483,Antioquia,Nario,2015,0.41
5490,Antioquia,Necocli,2015,0.25
5495,Antioquia,Nechi,2015,0.47
5501,Antioquia,Olaya,2015,0.25
5541,Antioquia,Peol,2015,0.13
5543,Antioquia,Peque,2015,0.27
5576,Antioquia,Pueblorrico,2015,0.08
5579,Antioquia,Puerto Berrio,2015,0.32
5585,Antioquia,Puerto Nare,2015,0.17
5591,Antioquia,Puerto Triunfo,2015,0.18
5604,Antioquia,Remedios,2015,0.49
5607,Antioquia,Retiro,2015,0.11
5615,Antioquia,Rionegro,2015,0.12
5628,Antioquia,Sabanalarga,2015,0.34
5631,Antioquia,Sabaneta,2015,0.04
5642,Antioquia,Salgar,2015,0.23
5647,Antioquia,San Andres De Cuerquia,2015,0.64
5649,Antioquia,San Carlos,2015,0.55
5652,Antioquia,San Francisco,2015,0.61
5656,Antioquia,San Jeronimo,2015,0.19
5658,Antioquia,San Jose De La Montaa,2015,0.19
5659,Antioquia,San Juan De Uraba,2015,0.23
5660,Antioquia,San Luis,2015,0.49
5664,Antioquia,San Pedro De Los Milagros,2015,0.13
5665,Antioquia,San Pedro De Uraba,2015,0.24
5667,Antioquia,San Rafael,2015,0.29
5670,Antioquia,San Roque,2015,0.23
5674,Antioquia,San Vicente,2015,0.15
5679,Antioquia,Santa Barbara,2015,0.16
5686,Antioquia,Santa Rosa De Osos,2015,0.18
5690,Antioquia,Santo Domingo,2015,0.24
5697,Antioquia,El Santuario,2015,0.14
5736,Antioquia,Segovia,2015,0.5
5756,Antioquia,Sonson,2015,0.32
5761,Antioquia,Sopetran,2015,0.18
5789,Antioquia,Tamesis,2015,0.12
5790,Antioquia,Taraza,2015,0.92
5792,Antioquia,Tarso,2015,0.06
5809,Antioquia,Titiribi,2015,0.05
5819,Antioquia,Toledo,2015,0.55
5837,Antioquia,Turbo,2015,0.38
5842,Antioquia,Uramita,2015,0.33
5847,Antioquia,Urrao,2015,0.32
5854,Antioquia,Valdivia,2015,0.89
5856,Antioquia,Valparaiso,2015,0.12
5858,Antioquia,Vegachi,2015,0.37
5861,Antioquia,Venecia,2015,0.11
5873,Antioquia,Vigia Del Fuerte,2015,0.44
5885,Antioquia,Yali,2015,0.3
5887,Antioquia,Yarumal,2015,0.45
5890,Antioquia,Yolombo,2015,0.23
5893,Antioquia,Yondo,2015,0.47
5895,Antioquia,Zaragoza,2015,0.56
8001,Atlantico,Barranquilla,2015,0.1
8078,Atlantico,Baranoa,2015,0.06
8137,Atlantico,Campo De La Cruz,2015,0.08
8141,Atlantico,Candelaria,2015,0.08
8296,Atlantico,Galapa,2015,0.1
8372,Atlantico,Juan De Acosta,2015,0.07
8421,Atlantico,Luruaco,2015,0.12
8433,Atlantico,Malambo,2015,0.12
8436,Atlantico,Manati,2015,0.03
8520,Atlantico,Palmar De Varela,2015,0.04
8549,Atlantico,Piojo,2015,0.07
8558,Atlantico,Polonuevo,2015,0.06
8560,Atlantico,Ponedera,2015,0.08
8573,Atlantico,Puerto Colombia,2015,0.06
8606,Atlantico,Repelon,2015,0.07
8634,Atlantico,Sabanagrande,2015,0.09
8638,Atlantico,Sabanalarga,2015,0.11
8675,Atlantico,Santa Lucia,2015,0.05
8685,Atlantico,Santo Tomas,2015,0.11
8758,Atlantico,Soledad,2015,0.1
8770,Atlantico,Suan,2015,0.06
8832,Atlantico,Tubara,2015,0.07
8849,Atlantico,Usiacuri,2015,0.05
11001,"Bogota, D,C,","Bogota, D,C,",2015,0.09
13001,Bolivar,Cartagena,2015,0.09
13006,Bolivar,Achi,2015,0.19
13030,Bolivar,Altos Del Rosario,2015,0.13
13042,Bolivar,Arenal,2015,0.28
13052,Bolivar,Arjona,2015,0.13
13062,Bolivar,Arroyohondo,2015,0.06
13074,Bolivar,Barranco De Loba,2015,0.22
13140,Bolivar,Calamar,2015,0.14
13160,Bolivar,Cantagallo,2015,0.57
13188,Bolivar,Cicuco,2015,0.08
13212,Bolivar,Cordoba,2015,0.21
13222,Bolivar,Clemencia,2015,0.13
13244,Bolivar,El Carmen De Bolivar,2015,0.29
13248,Bolivar,El Guamo,2015,0.14
13268,Bolivar,El Peon,2015,0.13
13300,Bolivar,Hatillo De Loba,2015,0.07
13430,Bolivar,Magangue,2015,0.13
13433,Bolivar,Mahates,2015,0.09
13440,Bolivar,Margarita,2015,0.03
13442,Bolivar,Maria La Baja,2015,0.21
13458,Bolivar,Montecristo,2015,0.49
13468,Bolivar,Mompos,2015,0.11
13473,Bolivar,Morales,2015,0.41
13490,Bolivar,Norosi,2015,0.34
13549,Bolivar,Pinillos,2015,0.11
13580,Bolivar,Regidor,2015,0.11
13600,Bolivar,Rio Viejo,2015,0.18
13620,Bolivar,San Cristobal,2015,0.05
13647,Bolivar,San Estanislao,2015,0.07
13650,Bolivar,San Fernando,2015,0.04
13654,Bolivar,San Jacinto,2015,0.22
13655,Bolivar,San Jacinto Del Cauca,2015,0.19
13657,Bolivar,San Juan Nepomuceno,2015,0.21
13667,Bolivar,San Martin De Loba,2015,0.19
13670,Bolivar,San Pablo,2015,0.64
13673,Bolivar,Santa Catalina,2015,0.09
13683,Bolivar,Santa Rosa,2015,0.39
13688,Bolivar,Santa Rosa Del Sur,2015,0.51
13744,Bolivar,Simiti,2015,0.47
13760,Bolivar,Soplaviento,2015,0.03
13780,Bolivar,Talaigua Nuevo,2015,0.05
13810,Bolivar,Tiquisio,2015,0.34
13836,Bolivar,Turbaco,2015,0.11
13838,Bolivar,Turbana,2015,0.11
13873,Bolivar,Villanueva,2015,0.14
13894,Bolivar,Zambrano,2015,0.26
15001,Boyaca,Tunja,2015,0.05
15022,Boyaca,Almeida,2015,0.02
15047,Boyaca,Aquitania,2015,0.07
15051,Boyaca,Arcabuco,2015,0.05
15087,Boyaca,Belen,2015,0.03
15090,Boyaca,Berbeo,2015,0.04
15092,Boyaca,Beteitiva,2015,0.01
15097,Boyaca,Boavita,2015,0.0
15104,Boyaca,Boyaca,2015,0.03
15106,Boyaca,Briceo,2015,0.04
15109,Boyaca,Buenavista,2015,0.05
15114,Boyaca,Busbanza,2015,0.0
15131,Boyaca,Caldas,2015,0.03
15135,Boyaca,Campohermoso,2015,0.05
15162,Boyaca,Cerinza,2015,0.01
15172,Boyaca,Chinavita,2015,0.03
15176,Boyaca,Chiquinquira,2015,0.05
15180,Boyaca,Chiscas,2015,0.05
15183,Boyaca,Chita,2015,0.12
15185,Boyaca,Chitaraque,2015,0.03
15187,Boyaca,Chivata,2015,0.03
15189,Boyaca,Cienega,2015,0.01
15204,Boyaca,Combita,2015,0.0
15212,Boyaca,Coper,2015,0.01
15215,Boyaca,Corrales,2015,0.02
15218,Boyaca,Covarachia,2015,0.05
15223,Boyaca,Cubara,2015,0.36
15224,Boyaca,Cucaita,2015,0.03
15226,Boyaca,Cuitiva,2015,0.02
15232,Boyaca,Chiquiza,2015,0.05
15236,Boyaca,Chivor,2015,0.13
15238,Boyaca,Duitama,2015,0.07
15244,Boyaca,El Cocuy,2015,0.04
15248,Boyaca,El Espino,2015,0.02
15272,Boyaca,Firavitoba,2015,0.0
15276,Boyaca,Floresta,2015,0.0
15293,Boyaca,Gachantiva,2015,0.02
15296,Boyaca,Gameza,2015,0.01
15299,Boyaca,Garagoa,2015,0.04
15317,Boyaca,Guacamayas,2015,0.0
15322,Boyaca,Guateque,2015,0.02
15325,Boyaca,Guayata,2015,0.01
15332,Boyaca,Guican,2015,0.07
15362,Boyaca,Iza,2015,0.01
15367,Boyaca,Jenesano,2015,0.01
15368,Boyaca,Jerico,2015,0.04
15377,Boyaca,Labranzagrande,2015,0.22
15380,Boyaca,La Capilla,2015,0.01
15401,Boyaca,La Victoria,2015,0.04
15403,Boyaca,La Uvita,2015,0.02
15407,Boyaca,Villa De Leyva,2015,0.03
15425,Boyaca,Macanal,2015,0.03
15442,Boyaca,Maripi,2015,0.07
15455,Boyaca,Miraflores,2015,0.07
15464,Boyaca,Mongua,2015,0.05
15466,Boyaca,Mongui,2015,0.02
15469,Boyaca,Moniquira,2015,0.06
15476,Boyaca,Motavita,2015,0.03
15480,Boyaca,Muzo,2015,0.08
15491,Boyaca,Nobsa,2015,0.02
15494,Boyaca,Nuevo Colon,2015,0.02
15500,Boyaca,Oicata,2015,0.03
15507,Boyaca,Otanche,2015,0.13
15511,Boyaca,Pachavita,2015,0.01
15514,Boyaca,Paez,2015,0.07
15516,Boyaca,Paipa,2015,0.02
15518,Boyaca,Pajarito,2015,0.36
15522,Boyaca,Panqueba,2015,0.0
15531,Boyaca,Pauna,2015,0.11
15533,Boyaca,Paya,2015,0.21
15537,Boyaca,Paz De Rio,2015,0.02
15542,Boyaca,Pesca,2015,0.04
15550,Boyaca,Pisba,2015,0.51
15572,Boyaca,Puerto Boyaca,2015,0.18
15580,Boyaca,Quipama,2015,0.06
15599,Boyaca,Ramiriqui,2015,0.03
15600,Boyaca,Raquira,2015,0.03
15621,Boyaca,Rondon,2015,0.0
15632,Boyaca,Saboya,2015,0.03
15638,Boyaca,Sachica,2015,0.04
15646,Boyaca,Samaca,2015,0.05
15660,Boyaca,San Eduardo,2015,0.09
15664,Boyaca,San Jose De Pare,2015,0.04
15667,Boyac,San Luis de Gaceno,2015,0.08
15673,Boyaca,San Mateo,2015,0.02
15676,Boyaca,San Miguel De Sema,2015,0.02
15681,Boyaca,San Pablo De Borbur,2015,0.11
15686,Boyaca,Santana,2015,0.04
15690,Boyaca,Santa Maria,2015,0.04
15693,Boyaca,Santa Rosa De Viterbo,2015,0.01
15696,Boyaca,Santa Sofia,2015,0.03
15720,Boyaca,Sativanorte,2015,0.02
15723,Boyaca,Sativasur,2015,0.0
15740,Boyaca,Siachoque,2015,0.04
15753,Boyaca,Soata,2015,0.02
15755,Boyaca,Socota,2015,0.12
15757,Boyaca,Socha,2015,0.05
15759,Boyaca,Sogamoso,2015,0.02
15761,Boyaca,Somondoco,2015,0.02
15762,Boyaca,Sora,2015,0.04
15763,Boyaca,Sotaquira,2015,0.03
15764,Boyaca,Soraca,2015,0.05
15774,Boyaca,Susacon,2015,0.01
15776,Boyaca,Sutamarchan,2015,0.01
15778,Boyaca,Sutatenza,2015,0.0
15790,Boyaca,Tasco,2015,0.05
15798,Boyaca,Tenza,2015,0.0
15804,Boyaca,Tibana,2015,0.0
15806,Boyaca,Tibasosa,2015,0.03
15808,Boyaca,Tinjaca,2015,0.03
15810,Boyaca,Tipacoque,2015,0.0
15814,Boyaca,Toca,2015,0.04
15816,Boyaca,Togui,2015,0.04
15820,Boyaca,Topaga,2015,0.02
15822,Boyaca,Tota,2015,0.02
15832,Boyaca,Tunungua,2015,0.02
